# ID,label,height,hw_ratio,height_var,root_density,cmass_density,2d_density,2d_hull_area,shape_index,compactness,linearity,sphericity
 174.00000,   1.00000,   1.32000,   0.48566,   0.07717,   0.04286,   0.08571,  18.95187,   7.38714,   0.67673,   0.44477,   0.62456,   0.05158
 175.00000,   1.00000,   1.20000,   0.48818,   0.09202,   0.13514,   0.07432,  24.49398,   6.04230,   0.56036,   0.50324,   0.85234,   0.03826
 176.00000,   1.00000,   1.28000,   0.38367,   0.08334,   0.36119,   0.05075,  30.09831,  11.13019,   0.82374,   0.56336,   0.40367,   0.09554
 177.00000,   1.00000,   1.14000,   0.37601,   0.03727,   0.02555,   0.08394,  29.80896,   9.19187,   0.74231,   0.50446,   0.36288,   0.02481
 178.00000,   1.00000,   1.77000,   0.64386,   0.11433,   0.05063,   0.10127,  20.90731,   7.55716,   0.67118,   0.51015,   0.66617,   0.03150
 179.00000,   1.00000,   1.22000,   0.43331,   0.05359,   0.06130,   0.07280,  32.92392,   7.92737,   0.69053,   0.53990,   0.18391,   0.02090
 180.00000,   1.00000,   0.95000,   0.34821,   0.07301,   0.52703,   0.06757,  19.88338,   7.44340,   0.68287,   0.57649,   0.54745,   0.08962
 181.00000,   1.00000,   1.10000,   0.32437,   0.06469,   0.26178,   0.05497,  33.21705,  11.50012,   0.83120,   0.63973,   0.07403,   0.08723
 182.00000,   1.00000,   1.04000,   0.34313,   0.07017,   0.47076,   0.04971,  37.22913,   9.18636,   0.75190,   0.60076,   0.38547,   0.05852
 183.00000,   1.00000,   1.48000,   0.45732,   0.11046,   0.07258,   0.05376,  35.51933,  10.47317,   0.75919,   0.63631,   0.31975,   0.07810
 184.00000,   1.00000,   1.63000,   0.48920,   0.15839,   0.17379,   0.00000,  31.61590,  11.10201,   0.77506,   0.53252,   0.31168,   0.02420
 185.00000,   1.00000,   1.32000,   0.36176,   0.14934,   0.36685,   0.00272,  27.63980,  13.31413,   0.87027,   0.59182,   0.11236,   0.06887
 186.00000,   1.00000,   0.96000,   0.33049,   0.03655,   0.13971,   0.09191,  32.23603,   8.43776,   0.69141,   0.66068,   0.37893,   0.01117
 187.00000,   1.00000,   1.11000,   0.33914,   0.04991,   0.11821,   0.04153,  29.21825,  10.71248,   0.74172,   0.55481,   0.49014,   0.09893
 188.00000,   1.00000,   1.40000,   0.42782,   0.10138,   0.16529,   0.04545,  22.59842,  10.70871,   0.73716,   0.53260,   0.57146,   0.17344
 189.00000,   1.00000,   1.46000,   0.43436,   0.06728,   0.01749,   0.04956,  30.35971,  11.29787,   0.80441,   0.48696,   0.55653,   0.07130
 190.00000,   1.00000,   1.22000,   0.40815,   0.05352,   0.04886,   0.05537,  34.36066,   8.93464,   0.73631,   0.51091,   0.20130,   0.04959
 191.00000,   1.00000,   1.73000,   0.59021,   0.14895,   0.04392,   0.07432,  34.45142,   8.59181,   0.69134,   0.49830,   0.55128,   0.01287
 192.00000,   1.00000,   1.36000,   0.46177,   0.07158,   0.03030,   0.06439,  30.43542,   8.67410,   0.75889,   0.49597,   0.17881,   0.06904
 193.00000,   1.00000,   1.32000,   0.46131,   0.05303,   0.01840,   0.04908,  19.90776,   8.18776,   0.70800,   0.41856,   0.69031,   0.02567
 194.00000,   1.00000,   1.24000,   0.35374,   0.10620,   0.15816,   0.05102,  31.90233,  12.28750,   0.83575,   0.58354,   0.42421,   0.02082
 195.00000,   1.00000,   1.15000,   0.49475,   0.09610,   0.29703,   0.12871,  18.69392,   5.40282,   0.56708,   0.48109,   0.83468,   0.04674
 196.00000,   1.00000,   1.25000,   0.41811,   0.07846,   0.20115,   0.03448,  19.46788,   8.93780,   0.75811,   0.55152,   0.55657,   0.04841
 197.00000,   1.00000,   1.03000,   0.33947,   0.04443,   0.28481,   0.06013,  34.32544,   9.20600,   0.74969,   0.57077,   0.22162,   0.03655
 198.00000,   1.00000,   1.18000,   0.41604,   0.06022,   0.05357,   0.05714,  34.80624,   8.04453,   0.70796,   0.64454,   0.36848,   0.04428
 199.00000,   1.00000,   0.85000,   0.26878,   0.04718,   0.65366,   0.03902,  20.49739,  10.00127,   0.77768,   0.61121,   0.33061,   0.06442
 200.00000,   2.00000,   1.73000,   0.47894,   0.08404,   0.07882,   0.07389,  15.55867,  13.04739,   0.53045,   0.62133,   0.94468,   0.03781
 201.00000,   2.00000,   1.91000,   0.11465,   0.09228,   0.03827,   0.00000,   3.57774, 277.54947,   3.63619,   0.73016,   0.81397,   0.06601
 202.00000,   2.00000,   2.48000,   0.52931,   0.11797,   0.09884,   0.04360,  15.67043,  21.95217,   0.53693,   0.60631,   0.95634,   0.00425
 203.00000,   2.00000,   1.37000,   0.35939,   0.11832,   0.15789,   0.05263,  18.30497,  14.53158,   0.53761,   0.72032,   0.92981,   0.00784
 204.00000,   2.00000,   2.71000,   0.07589,   0.12509,   0.04548,   0.00094,   1.67285,1275.06934,   8.45624,   0.61329,   0.95376,   0.00317
 205.00000,   2.00000,   2.23000,   0.91196,   0.05173,   0.14953,   0.11215,  17.89488,   5.97937,   0.34859,   0.22456,   0.98880,   0.00194
 206.00000,   2.00000,   2.00000,   0.92896,   0.04845,   0.01351,   0.12162,  31.92986,   4.63516,   0.25238,   0.44118,   0.97706,   0.00745
 207.00000,   2.00000,   2.33000,   0.32505,   0.06964,   0.03175,   0.01587,   8.58276,  51.38210,   0.96736,   0.55801,   0.97380,   0.01096
 208.00000,   2.00000,   2.37000,   0.16064,   0.06976,   0.03378,   0.00000,   3.80878, 217.65511,   2.89222,   0.63091,   0.94880,   0.03767
 209.00000,   2.00000,   3.33000,   0.63687,   0.14813,   0.02340,   0.02340,  23.44603,  27.33938,   0.44245,   0.51986,   0.63265,   0.01657
 210.00000,   2.00000,   2.92000,   0.33140,   0.22391,   0.04253,   0.01944,  10.60049,  77.63789,   1.09075,   0.53908,   0.89602,   0.01775
 211.00000,   2.00000,   1.46000,   0.73786,   0.06698,   0.05797,   0.13768,  35.24731,   3.91519,   0.24720,   0.51461,   0.97225,   0.00651
 212.00000,   2.00000,   1.81000,   0.67853,   0.08398,   0.10096,   0.07692,  29.23085,   7.11577,   0.30885,   0.63661,   0.96428,   0.01040
 213.00000,   2.00000,   3.60000,   0.08287,   0.21748,   0.04399,   0.00000,   1.43332,1887.22937,   9.22680,   0.69355,   0.94942,   0.00744
 214.00000,   2.00000,   1.45000,   0.58484,   0.06446,   0.08000,   0.06000,  32.53644,   6.14695,   0.20865,   0.57335,   0.97832,   0.00291
 215.00000,   2.00000,   3.31000,   0.10802,   0.29548,   0.01532,   0.00000,   1.52949, 938.87531,   6.87476,   0.61013,   0.77770,   0.11616
 216.00000,   2.00000,   1.77000,   0.06807,   0.12943,   0.08660,   0.00000,   1.99793, 676.19897,   6.44197,   0.76654,   0.40831,   0.13969
 217.00000,   2.00000,   2.76000,   0.27155,   0.21395,   0.08466,   0.00000,   3.65919, 103.30141,   1.75874,   0.63679,   0.81274,   0.10389
 218.00000,   2.00000,   1.40000,   0.38749,   0.06726,   0.12400,   0.04800,  19.15126,  13.05397,   0.31364,   0.54970,   0.97907,   0.00298
 219.00000,   2.00000,   1.38000,   0.68966,   0.05827,   0.05128,   0.14744,  38.96156,   4.00395,   0.32837,   0.54126,   0.95504,   0.02627
 220.00000,   2.00000,   2.74000,   0.08727,   0.14708,   0.01466,   0.00000,   1.79874, 985.69141,   7.81651,   0.76539,   0.98710,   0.00576
 221.00000,   2.00000,   1.42000,   0.27315,   0.10195,   0.11886,   0.00000,  14.31955,  27.02599,   0.80889,   0.74259,   0.93040,   0.03353
 222.00000,   2.00000,   1.51000,   0.46609,   0.14821,   0.16364,   0.05455,  26.20051,  10.49598,   0.38829,   0.68177,   0.90332,   0.01017
 223.00000,   2.00000,   1.32000,   0.30536,   0.12510,   0.26531,   0.00000,   7.86681,  18.68611,   0.68705,   0.60622,   0.99084,   0.00550
 224.00000,   2.00000,   3.33000,   0.13084,   0.23013,   0.03153,   0.00000,   2.25229, 647.78528,   5.70838,   0.63789,   0.97393,   0.00724
 225.00000,   2.00000,   1.49000,   0.30746,   0.12744,   0.14062,   0.03516,  10.90046,  23.48526,   0.58532,   0.63350,   0.98587,   0.01204
 226.00000,   2.00000,   2.56000,   0.09338,   0.17887,   0.02571,   0.00064,   2.07011, 751.64935,   6.57045,   0.61140,   0.89429,   0.01519
 227.00000,   2.00000,   1.85000,   0.19573,   0.15578,   0.12150,   0.02570,   4.79110,  89.33231,   1.72072,   0.56737,   0.96065,   0.02952
 228.00000,   2.00000,   2.50000,   0.45348,   0.07436,   0.04040,   0.02357,   9.77218,  30.39240,   0.96343,   0.51441,   0.96495,   0.01138
 229.00000,   2.00000,   2.30000,   0.19501,   0.13412,   0.05076,   0.00000,   2.83232, 139.10838,   2.60564,   0.58398,   0.67165,   0.10501
 230.00000,   2.00000,   2.08000,   0.49849,   0.14270,   0.04843,   0.02906,  23.72101,  17.41073,   0.33879,   0.50002,   0.91475,   0.01276
 231.00000,   2.00000,   1.42000,   0.55763,   0.10639,   0.09244,   0.00000,  18.35108,   6.48463,   0.57840,   0.70984,   0.75491,   0.07902
 232.00000,   2.00000,   1.97000,   0.16757,   0.18665,   0.07132,   0.00000,   4.86957, 138.20512,   2.21590,   0.72483,   0.95162,   0.00884
 233.00000,   2.00000,   2.48000,   0.20583,   0.11155,   0.08266,   0.00000,   3.41670, 145.16951,   2.63496,   0.64873,   0.92583,   0.00720
 234.00000,   2.00000,   2.64000,   0.09510,   0.18821,   0.09220,   0.00304,   2.56151, 770.63812,   6.65814,   0.71502,   0.77719,   0.12276
 235.00000,   2.00000,   2.90000,   0.27560,   0.14236,   0.04098,   0.00000,   4.40730, 110.72543,   2.04827,   0.51318,   0.91292,   0.03807
 236.00000,   2.00000,   2.46000,   0.63845,   0.09216,   0.04025,   0.03715,  21.75631,  14.84627,   0.43972,   0.52820,   0.96524,   0.00974
 237.00000,   2.00000,   1.85000,   0.51484,   0.12865,   0.13514,   0.01802,   8.59669,  12.91195,   0.82212,   0.66264,   0.73784,   0.04635
 238.00000,   2.00000,   1.47000,   0.75022,   0.07672,   0.05426,   0.10078,  33.59986,   3.83930,   0.27266,   0.49046,   0.96530,   0.00787
 239.00000,   2.00000,   1.46000,   0.26477,   0.11868,   0.09747,   0.00000,   9.10983,  30.40672,   1.03502,   0.84493,   0.96053,   0.00858
 240.00000,   2.00000,   2.15000,   0.29229,   0.08319,   0.02941,   0.02022,  10.05449,  54.10516,   0.92328,   0.55469,   0.93319,   0.01114
 241.00000,   2.00000,   2.21000,   0.41610,   0.10869,   0.05485,   0.03797,   8.40174,  28.20844,   0.97845,   0.60675,   0.96651,   0.02326
 242.00000,   2.00000,   1.78000,   0.55535,   0.19916,   0.17568,   0.03378,  14.40631,  10.27328,   0.45431,   0.66944,   0.97061,   0.00841
 243.00000,   2.00000,   1.44000,   0.75361,   0.10411,   0.11607,   0.12500,  30.67522,   3.65116,   0.29595,   0.56654,   0.95593,   0.00975
 244.00000,   2.00000,   2.48000,   0.46811,   0.23663,   0.09741,   0.02131,  23.40767,  28.06772,   0.43663,   0.68218,   0.97937,   0.00805
 245.00000,   2.00000,   2.79000,   0.14195,   0.15843,   0.03041,   0.00000,   3.06478, 386.32404,   4.83828,   0.61995,   0.92766,   0.02101
 246.00000,   2.00000,   2.95000,   0.15770,   0.24622,   0.07080,   0.00000,   3.87494, 349.94092,   4.32290,   0.62771,   0.62236,   0.09836
 247.00000,   2.00000,   3.33000,   0.06232,   0.34230,   0.02399,   0.00000,   1.62046,2854.74097,   8.14147,   0.64990,   0.96420,   0.00950
 248.00000,   2.00000,   3.48000,   0.08878,   0.34419,   0.01308,   0.00000,   1.14479,1536.53052,   9.04036,   0.55193,   0.81527,   0.13367
 249.00000,   2.00000,   2.16000,   0.29997,   0.19661,   0.16203,   0.01473,  11.78401,  51.84994,   1.12996,   0.60240,   0.68248,   0.03146
 250.00000,   2.00000,   0.87000,   0.09816,   0.01520,   0.70886,   0.00000,   3.01674,  78.56157,   1.88688,   0.56327,   0.89751,   0.00104
 251.00000,   2.00000,   2.81000,   0.11163,   0.08212,   0.03451,   0.00000,   1.73752, 633.66119,   6.13176,   0.65962,   0.82778,   0.06065
 252.00000,   2.00000,   3.13000,   0.08988,   0.18199,   0.02857,   0.00000,   1.55857,1212.65186,   8.19419,   0.61485,   0.90969,   0.00766
 253.00000,   2.00000,   2.51000,   0.69461,   0.18442,   0.21752,   0.05136,  25.34944,  13.05749,   0.42232,   0.59060,   0.55005,   0.05277
 254.00000,   2.00000,   1.78000,   0.65525,   0.07298,   0.07692,   0.10440,  24.66279,   7.37954,   0.35637,   0.42351,   0.98054,   0.01162
 255.00000,   2.00000,   1.21000,   0.36987,   0.05140,   0.16432,   0.07981,  19.90243,  10.70221,   0.43217,   0.53005,   0.97832,   0.01345
 256.00000,   2.00000,   1.69000,   0.14001,   0.17512,   0.11339,   0.00000,   4.35823, 145.70134,   2.24859,   0.65644,   0.93881,   0.00595
 257.00000,   2.00000,   2.66000,   0.11764,   0.17557,   0.03664,   0.00000,   2.18853, 511.30219,   4.81660,   0.57706,   0.76324,   0.07000
 258.00000,   2.00000,   2.08000,   0.53939,   0.38035,   0.12231,   0.01157,  40.68566,  14.87010,   0.31587,   0.78461,   0.63510,   0.01385
 259.00000,   2.00000,   1.85000,   0.57169,   0.09982,   0.77860,   0.04797,  25.87904,  10.47180,   0.27691,   0.58793,   0.90433,   0.01487
 260.00000,   2.00000,   1.54000,   0.20562,   0.13837,   0.13736,   0.02564,   9.73353,  56.09475,   1.22136,   0.89506,   0.81605,   0.01717
 261.00000,   2.00000,   2.61000,   0.09354,   0.15679,   0.05491,   0.00000,   2.22231, 778.46948,   6.14470,   0.62269,   0.20215,   0.23496
 262.00000,   2.00000,   2.55000,   0.46794,   0.19178,   0.09231,   0.06154,   8.75519,  29.69667,   0.86973,   0.56549,   0.82305,   0.09226
 263.00000,   2.00000,   1.72000,   0.52735,   0.07978,   0.05978,   0.07609,  17.29631,  10.63810,   0.55334,   0.55654,   0.94574,   0.01480
 264.00000,   2.00000,   2.25000,   0.47441,   0.12822,   0.07162,   0.03714,  16.76068,  22.49313,   0.54471,   0.66237,   0.91878,   0.00770
 265.00000,   2.00000,   1.81000,   0.09955,   0.06476,   0.04561,   0.00000,   3.58145, 330.59219,   3.08024,   0.75518,   0.98415,   0.00185
 266.00000,   2.00000,   2.32000,   0.09281,   0.13013,   0.04432,   0.00000,   2.88885, 624.81567,   5.57691,   0.73852,   0.97639,   0.00730
 267.00000,   2.00000,   2.77000,   0.28816,   0.08124,   0.02653,   0.00000,   5.30271,  92.40558,   1.91239,   0.52467,   0.81891,   0.03170
 268.00000,   2.00000,   1.47000,   0.62863,   0.07694,   0.07955,   0.09091,  32.18614,   5.46819,   0.31535,   0.61055,   0.96084,   0.01130
 269.00000,   2.00000,   2.49000,   0.80207,   0.15714,   0.07463,   0.06468,  20.85575,   9.63763,   0.60051,   0.56327,   0.76785,   0.16904
 270.00000,   2.00000,   2.09000,   0.30838,   0.07418,   0.05634,   0.01972,   7.72882,  45.93197,   1.05847,   0.63779,   0.97022,   0.00735
 271.00000,   2.00000,   1.54000,   0.37789,   0.11422,   0.08000,   0.04000,  22.58011,  16.60753,   0.56122,   0.56268,   0.84790,   0.01892
 272.00000,   2.00000,   1.42000,   0.36030,   0.06159,   0.04265,   0.00000,  13.58410,  15.53287,   0.92643,   0.74345,   0.46275,   0.03071
 273.00000,   2.00000,   2.51000,   0.24881,   0.11558,   0.05300,   0.00000,   5.56158, 101.76958,   1.92701,   0.61491,   0.98978,   0.00240
 274.00000,   2.00000,   1.50000,   0.50183,   0.09368,   0.08523,   0.07955,  19.69888,   8.93452,   0.27705,   0.60463,   0.99231,   0.00165
 275.00000,   2.00000,   2.90000,   0.24246,   0.22142,   0.07597,   0.00000,   5.06092, 143.05705,   2.51149,   0.67348,   0.89770,   0.01624
 276.00000,   2.00000,   1.40000,   0.29623,   0.05596,   0.03077,   0.05769,  11.64065,  22.33552,   0.70559,   0.50978,   0.91623,   0.03805
 277.00000,   2.00000,   2.64000,   0.59252,   0.17869,   0.07671,   0.03014,  18.38606,  19.85199,   0.59623,   0.67293,   0.95315,   0.01367
 278.00000,   2.00000,   3.08000,   0.32999,   0.21438,   0.14516,   0.01210,   5.69344,  87.11785,   1.43495,   0.52037,   0.97833,   0.00329
 279.00000,   2.00000,   2.15000,   0.20846,   0.09497,   0.08710,   0.00000,   2.91422, 106.37486,   2.33816,   0.63708,   0.97678,   0.00478
 280.00000,   2.00000,   1.21000,   0.20769,   0.07368,   0.32117,   0.00000,   8.07293,  33.94061,   1.27855,   0.60048,   0.68611,   0.04478
 281.00000,   2.00000,   3.24000,   0.60393,   0.35441,   0.13271,   0.01121,  18.58847,  28.78128,   0.49261,   0.51038,   0.92579,   0.00582
 282.00000,   2.00000,   1.57000,   0.25597,   0.07851,   0.11197,   0.00000,   6.88486,  37.61879,   1.09252,   0.75559,   0.83327,   0.03067
 283.00000,   2.00000,   1.65000,   0.51742,   0.05852,   0.03419,   0.05983,  23.01124,  10.16894,   0.35955,   0.55919,   0.96805,   0.01165
 284.00000,   2.00000,   2.58000,   0.14717,   0.24064,   0.03084,   0.00000,   2.95468, 307.30862,   3.94123,   0.73045,   0.75609,   0.01108
 285.00000,   2.00000,   2.83000,   0.14102,   0.17691,   0.10879,   0.00000,   1.66608, 402.74103,   4.71836,   0.63131,   0.55543,   0.03324
 286.00000,   2.00000,   4.18000,   0.13752,   0.22736,   0.02105,   0.00000,   1.95365, 923.91357,   7.04736,   0.56330,   0.25676,   0.22183
 287.00000,   2.00000,   2.11000,   0.58912,   0.13145,   0.11333,   0.02000,  11.69334,  12.82781,   0.60790,   0.54485,   0.73644,   0.10432
 288.00000,   2.00000,   3.81000,   0.11667,   0.30957,   0.00646,   0.00000,   2.17729,1066.46216,   6.49829,   0.48798,   0.94474,   0.00890
 289.00000,   2.00000,   2.86000,   0.06655,   0.13058,   0.02366,   0.00000,   1.76164,1847.14307,   9.81968,   0.72416,   0.88544,   0.01021
 290.00000,   2.00000,   1.59000,   0.27120,   0.06972,   0.13580,   0.01235,  16.49548,  34.37305,   0.52592,   0.54275,   0.82560,   0.11279
 291.00000,   2.00000,   1.94000,   0.39677,   0.36999,   0.28261,   0.00217,  38.48285,  23.90675,   0.35433,   0.71806,   0.67751,   0.01689
 292.00000,   2.00000,   1.45000,   0.72119,   0.13094,   0.33333,   0.08642,  40.07532,   4.04239,   0.25615,   0.59632,   0.89203,   0.00949
 293.00000,   2.00000,   1.49000,   0.26329,   0.09226,   0.05714,   0.00816,   7.65022,  32.02524,   1.05703,   0.76710,   0.98132,   0.00301
 294.00000,   2.00000,   1.81000,   0.20066,   0.12124,   0.10158,   0.00000,   5.44443,  81.36749,   2.09242,   0.66890,   0.04341,   0.08187
 295.00000,   2.00000,   2.62000,   0.22879,   0.22475,   0.10724,   0.01114,   5.47524, 131.13577,   1.06195,   0.52741,   0.99013,   0.00074
 296.00000,   2.00000,   2.56000,   0.42040,   0.14684,   0.02763,   0.02245,  15.61453,  37.08084,   0.58291,   0.55029,   0.87152,   0.01461
 297.00000,   2.00000,   2.48000,   0.62030,   0.15545,   0.10383,   0.01093,  22.89748,  15.98429,   0.40019,   0.50125,   0.91169,   0.00686
 298.00000,   2.00000,   1.42000,   0.26226,   0.09742,   0.10606,   0.01515,  11.25603,  29.31763,   0.96969,   0.63559,   0.78202,   0.02660
 299.00000,   2.00000,   1.59000,   0.31835,   0.05702,   0.02941,   0.04118,   6.81504,  24.94483,   0.91762,   0.53337,   0.86757,   0.00688
 300.00000,   3.00000,  10.82000,   2.33354,   7.05777,   0.01205,   0.00000,   7.72117,  21.49934,   0.96482,   0.38459,   0.90779,   0.01361
 301.00000,   3.00000,  12.57000,   5.24353,  12.05130,   0.03261,   0.10326,  32.01806,   5.74676,   0.60902,   0.39727,   0.43572,   0.36495
 302.00000,   3.00000,  11.12000,   4.01742,   5.86452,   0.00885,   0.00000,  14.74902,   7.66153,   0.68188,   0.39672,   0.51758,   0.10266
 303.00000,   3.00000,  10.50000,   2.92476,  11.37823,   0.00581,   0.00000,  13.34536,  12.88838,   0.79773,   0.52383,   0.73429,   0.15040
 304.00000,   3.00000,   4.44000,   1.26034,   1.82350,   0.06173,   0.03086,  13.05349,  12.41048,   0.83237,   0.51562,   0.70596,   0.06284
 305.00000,   3.00000,   7.06000,   3.07187,   7.05541,   0.07767,   0.00000,  19.49997,   5.28206,   0.55651,   0.46474,   0.82741,   0.01360
 306.00000,   3.00000,  10.46000,   1.87714,   6.44574,   0.01279,   0.00256,  12.59235,  31.05059,   1.35735,   0.41477,   0.69218,   0.15317
 307.00000,   3.00000,   6.94000,   1.30495,   6.10715,   0.13178,   0.03876,   4.56097,  28.28344,   0.85361,   0.36514,   0.76050,   0.03657
 308.00000,   3.00000,   4.52000,   1.28572,   1.29357,   0.06466,   0.02586,  18.77162,  12.35908,   0.55680,   0.50077,   0.96865,   0.01322
 309.00000,   3.00000,   6.75000,   2.40438,   4.32622,   0.03670,   0.00612,  41.49044,   7.88133,   0.59940,   0.62189,   0.65688,   0.26191
 310.00000,   3.00000,   8.55000,   2.29341,   2.36044,   0.00493,   0.04433,  29.21169,  13.89855,   0.59434,   0.49388,   0.42078,   0.05465
 311.00000,   3.00000,   8.60000,   4.02736,   4.36986,   0.02400,   0.07200,  27.41281,   4.55991,   0.33306,   0.43379,   0.75389,   0.00710
 312.00000,   3.00000,  11.23000,   3.71710,  15.11881,   0.03968,   0.00000,  13.80447,   9.12748,   0.68274,   0.49102,   0.86797,   0.04348
 313.00000,   3.00000,   5.94000,   1.34281,   1.55471,   0.00593,   0.00000,  17.22222,  19.56774,   0.77630,   0.43468,   0.95602,   0.01051
 314.00000,   3.00000,  10.92000,   9.52228,   6.95480,   0.00943,   0.02830,  80.60133,   1.31511,   0.29994,   0.50779,   0.98297,   0.01450
 315.00000,   3.00000,   9.80000,  10.37885,   9.82933,   0.08929,   0.03571, 125.62148,   0.89157,   0.24912,   0.64099,   0.98930,   0.00741
 316.00000,   3.00000,  12.56000,   2.77780,  10.95463,   0.00980,   0.00000,  14.96736,  20.44448,   0.82950,   0.54938,   0.73739,   0.01481
 317.00000,   3.00000,  10.29000,   2.38197,   2.28107,   0.02242,   0.08969,  11.94945,  18.66195,   0.82147,   0.38387,   0.60421,   0.03440
 318.00000,   3.00000,  11.23000,   5.48318,   9.38018,   0.01818,   0.03636,  39.33600,   4.19463,   0.28807,   0.48192,   0.65794,   0.00789
 319.00000,   3.00000,   8.86000,   1.09636,   5.09381,   0.03315,   0.00000,   2.77150,  65.30755,   0.83698,   0.37800,   0.55827,   0.05411
 320.00000,   3.00000,  11.96000,   7.80417,  10.47480,   0.01342,   0.03356,  63.44200,   2.34860,   0.39597,   0.51530,   0.93618,   0.01501
 321.00000,   3.00000,   8.70000,   2.43890,   2.70430,   0.01119,   0.04104,  21.06118,  12.72483,   0.55190,   0.38429,   0.54691,   0.00893
 322.00000,   3.00000,  10.18000,   3.07196,   9.18108,   0.01053,   0.07895,  17.30173,  10.98156,   0.85600,   0.52521,   0.33768,   0.43345
 323.00000,   3.00000,   9.32000,   3.24408,   6.42448,   0.01980,   0.00000,  12.23693,   8.25370,   0.69152,   0.34299,   0.86073,   0.04495
 324.00000,   3.00000,  13.32000,   7.62457,  12.00160,   0.01546,   0.01546,  63.56595,   3.05195,   0.39174,   0.47219,   0.48457,   0.06025
 325.00000,   3.00000,  11.11000,   3.14459,   7.61130,   0.02222,   0.07407,  10.81520,  12.48243,   0.68244,   0.41262,   0.94647,   0.02653
 326.00000,   3.00000,   8.14000,   2.03645,   5.68585,   0.03077,   0.03077,   8.13658,  15.97723,   0.88933,   0.47784,   0.87078,   0.10888
 327.00000,   3.00000,  12.74000,   2.61921,  12.21140,   0.01712,   0.00000,  12.34195,  23.65915,   1.01670,   0.42016,   0.41601,   0.04639
 328.00000,   3.00000,  11.16000,   4.86975,   7.01850,   0.04098,   0.01639,  23.22979,   5.25188,   0.53946,   0.40572,   0.65575,   0.04095
 329.00000,   3.00000,  12.50000,   5.93791,  12.86777,   0.01579,   0.01053,  42.87467,   4.43152,   0.51177,   0.53019,   0.81040,   0.01608
 330.00000,   3.00000,  13.00000,   2.52655,  10.88712,   0.00465,   0.00000,  16.24199,  26.47460,   0.96415,   0.51747,   0.45095,   0.04261
 331.00000,   3.00000,  10.69000,   9.59544,   9.17488,   0.04274,   0.08547,  94.26721,   1.24115,   0.29268,   0.47770,   0.98063,   0.01299
 332.00000,   3.00000,  11.62000,   3.96669,  11.23272,   0.01382,   0.00000,  25.28737,   8.58136,   0.55170,   0.49054,   0.68225,   0.01235
 333.00000,   3.00000,  10.89000,   1.78421,   7.96116,   0.03390,   0.00000,   4.75127,  37.25322,   1.15116,   0.44366,   0.95434,   0.03491
 334.00000,   3.00000,  11.25000,   4.77151,  10.72652,   0.02239,   0.06716,  24.10528,   5.55895,   0.51723,   0.46663,   0.83757,   0.02682
 335.00000,   3.00000,   8.71000,   1.65374,   2.60078,   0.00984,   0.03607,  10.99509,  27.73966,   1.04137,   0.43896,   0.68057,   0.05510
 336.00000,   3.00000,  12.38000,  10.70728,  15.54676,   0.05263,   0.06140,  85.27511,   1.33685,   0.23435,   0.62749,   0.98697,   0.00388
 337.00000,   3.00000,  11.82000,   8.08250,  12.35159,   0.00813,   0.07317,  57.51247,   2.13867,   0.36619,   0.51781,   0.94440,   0.01707
 338.00000,   3.00000,  12.57000,   3.66626,  13.88650,   0.01709,   0.03419,   9.95320,  11.75501,   0.81995,   0.40223,   0.92644,   0.03706
 339.00000,   3.00000,   9.95000,   1.60329,   6.77562,   0.02500,   0.01250,   4.15429,  38.51441,   0.86510,   0.42731,   0.60899,   0.07888
 340.00000,   3.00000,   8.34000,   5.98938,   7.23692,   0.04237,   0.04237,  60.85744,   1.93896,   0.35884,   0.55311,   0.89647,   0.03721
 341.00000,   3.00000,  12.65000,   7.84314,  12.24830,   0.01031,   0.02062,  74.57624,   2.60136,   0.38590,   0.46751,   0.78109,   0.03948
 342.00000,   3.00000,  11.93000,   4.50456,  12.36348,   0.07692,   0.03846,  18.53392,   7.01416,   0.69309,   0.43483,   0.90856,   0.04907
 343.00000,   3.00000,   8.98000,   4.03297,   5.19740,   0.02286,   0.08571,  35.29674,   4.95796,   0.42237,   0.45289,   0.64479,   0.01419
 344.00000,   3.00000,  10.76000,   5.68867,   6.81562,   0.00676,   0.00676,  41.36742,   3.57770,   0.36923,   0.40969,   0.71908,   0.02710
 345.00000,   3.00000,  12.53000,   2.36576,  10.06639,   0.00758,   0.00758,  14.11674,  28.05180,   1.10203,   0.45713,   0.26034,   0.07403
 346.00000,   3.00000,  12.43000,   4.11303,  12.81826,   0.01212,   0.00000,  18.06616,   9.13310,   0.55132,   0.45517,   0.40530,   0.19131
 347.00000,   3.00000,   8.76000,   2.35372,   2.81107,   0.01250,   0.03125,  23.10215,  13.85153,   0.55254,   0.45954,   0.57842,   0.01323
 348.00000,   3.00000,  10.72000,   9.60814,   9.80808,   0.01667,   0.04167,  96.39858,   1.24483,   0.19961,   0.62025,   0.95040,   0.00329
 349.00000,   3.00000,   3.23000,   2.15293,   1.23567,   0.14729,   0.02326,  57.31208,   2.25083,   0.33636,   0.77385,   0.39594,   0.05191
 350.00000,   3.00000,   7.85000,   3.70312,   3.01733,   0.01613,   0.09677,  27.59420,   4.49370,   0.32988,   0.41821,   0.70238,   0.00717
 351.00000,   3.00000,  10.59000,   2.72603,   4.03136,   0.01015,   0.02284,  26.10749,  15.09145,   0.55250,   0.46393,   0.70661,   0.00540
