# ID,label,height,hw_ratio,2d_density,sphericity
 385.00000,   3.00000,  13.75000,   3.97724,  18.99259,   0.41525
 386.00000,   3.00000,  12.88000,   4.85542,  27.00068,   0.22136
 387.00000,   3.00000,  20.68000,   5.95776,  17.59544,   0.43634
 388.00000,   3.00000,  12.17000,   3.87671,  16.53987,   0.47246
 389.00000,   3.00000,  12.69000,   3.74991,  19.73451,   0.24339
 390.00000,   3.00000,  13.04000,   4.28131,  23.06814,   0.19316
 391.00000,   3.00000,  11.52000,   1.67572,   3.99908,   0.19618
 392.00000,   3.00000,  15.17000,   7.00512,  37.10302,   0.18862
 393.00000,   3.00000,   4.96000,   1.69038,  19.51258,   0.30835
 394.00000,   3.00000,  11.05000,   3.59686,  15.89327,   0.24460
 395.00000,   3.00000,  13.63000,   5.00411,  20.35347,   0.06659
 396.00000,   3.00000,   3.44000,   2.39166,  53.17102,   0.04252
 397.00000,   3.00000,   8.32000,   2.51441,  10.13792,   0.08112
 398.00000,   3.00000,  15.07000,   2.87913,  11.82613,   0.46681
 399.00000,   3.00000,  10.44000,   2.35642,  11.25890,   0.02210
 400.00000,   4.00000,   8.18000,   3.72243,  89.25343,   0.29735
 401.00000,   4.00000,   7.12000,   0.98563,  46.20271,   0.47877
 402.00000,   4.00000,   4.28000,   1.94495,  55.13665,   0.55219
 403.00000,   4.00000,   5.41000,   1.45967,  63.98899,   0.22929
 404.00000,   4.00000,  11.18000,   1.19632,  62.70105,   0.35734
 405.00000,   4.00000,   4.21000,   1.39771,  44.30948,   0.34292
 406.00000,   4.00000,   5.94000,   1.35756,  61.84372,   0.37495
 407.00000,   4.00000,  17.83000,   1.67102,  58.62880,   0.21970
 408.00000,   4.00000,  10.13000,   1.60586,  59.25715,   0.21082
 409.00000,   4.00000,   8.35000,   1.43145,  82.78785,   0.38955
 410.00000,   4.00000,   5.55000,   0.68690,  44.25308,   0.35130
 411.00000,   4.00000,  11.99000,   1.12282,  67.56174,   0.30325
 412.00000,   4.00000,   4.61000,   1.60474,  43.38035,   0.49128
 413.00000,   4.00000,  12.21000,   1.99026,  44.50428,   0.48341
 414.00000,   4.00000,   4.68000,   0.97239,  49.94894,   0.41852
 415.00000,   4.00000,   6.18000,   1.48742,  66.26982,   0.17382
 416.00000,   4.00000,  15.84000,   1.76151,  73.43452,   0.27533
 417.00000,   4.00000,  12.08000,   1.74294,  44.25842,   0.66807
 418.00000,   4.00000,   5.64000,   3.18576,  41.15840,   0.07773
 419.00000,   4.00000,  12.15000,   1.76013,  41.65808,   0.44433
 420.00000,   4.00000,   7.52000,   1.63084,  47.73662,   0.43924
 421.00000,   4.00000,  12.78000,   1.67226,  58.07652,   0.21938
 422.00000,   4.00000,  10.79000,   1.25438,  57.31717,   0.19125
 423.00000,   4.00000,  13.39000,   2.03592,  51.64692,   0.40258
 424.00000,   4.00000,   5.32000,   1.55366,  49.72326,   0.50278
 425.00000,   4.00000,   5.19000,   1.45209,  45.55885,   0.18817
 426.00000,   4.00000,   5.48000,   2.36128,  56.07122,   0.28371
 427.00000,   4.00000,  10.35000,   1.26569,  58.98102,   0.30959
 428.00000,   4.00000,   2.68000,   1.18448,  48.83439,   0.44042
 429.00000,   4.00000,  10.47000,   0.90780,  63.81085,   0.12460
 430.00000,   4.00000,  15.31000,   1.92257,  66.51496,   0.24245
 431.00000,   4.00000,   6.03000,   1.88296,  53.33805,   0.34285
 432.00000,   4.00000,  19.26000,   2.27685,  60.54036,   0.17294
 433.00000,   4.00000,  13.48000,   2.08746,  85.36997,   0.17603
 434.00000,   4.00000,  10.67000,   1.72855,  46.26844,   0.56178
 435.00000,   4.00000,   8.70000,   1.38427,  49.39238,   0.12377
 436.00000,   4.00000,   7.21000,   1.15977,  55.50104,   0.18370
 437.00000,   4.00000,   9.31000,   1.24756,  51.42778,   0.25912
 438.00000,   4.00000,   3.81000,   1.17668,  49.02609,   0.23635
 439.00000,   4.00000,   9.39000,   1.30483,  65.17081,   0.31682
 440.00000,   4.00000,  14.57000,   1.52399,  64.14541,   0.38899
 441.00000,   4.00000,   9.83000,   1.07581,  37.16633,   0.39189
 442.00000,   4.00000,  16.19000,   1.80269,  85.53350,   0.31182
 443.00000,   4.00000,  13.80000,   1.11398,  83.72682,   0.27943
 444.00000,   4.00000,  23.24000,   2.30755,  80.14303,   0.23254
 445.00000,   4.00000,   4.78000,   1.38050,  41.53811,   0.44672
 446.00000,   4.00000,  10.77000,   1.22383,  47.51768,   0.39215
 447.00000,   4.00000,   3.97000,   1.52923,  56.53106,   0.61650
 448.00000,   4.00000,   6.07000,   1.34735,  63.45945,   0.31132
 449.00000,   4.00000,   8.68000,   1.09682,  54.43214,   0.29385
 450.00000,   4.00000,  15.53000,   2.02358,  62.34460,   0.32892
 451.00000,   4.00000,  15.55000,   1.66655,  74.85522,   0.31148
 452.00000,   4.00000,   4.79000,   1.32441,  47.78051,   0.29554
 453.00000,   4.00000,   9.88000,   1.22468,  49.13699,   0.35994
 454.00000,   4.00000,   3.89000,   1.39957,  49.57828,   0.82144
 455.00000,   4.00000,   5.39000,   1.65675,  59.14385,   0.28768
 456.00000,   4.00000,  10.75000,   2.32863, 107.87587,   0.57325
 457.00000,   4.00000,   2.62000,   0.98723,  36.91533,   0.28474
 458.00000,   4.00000,   4.34000,   1.38236,  58.53853,   0.36428
 459.00000,   4.00000,   4.39000,   0.94881,  44.84337,   0.24020
 460.00000,   4.00000,  14.06000,   2.01670,  50.03494,   0.45639
 461.00000,   4.00000,   5.27000,   1.70689,  55.38918,   0.21371
 462.00000,   4.00000,   4.83000,   1.54598,  46.10265,   0.47955
 463.00000,   4.00000,   5.34000,   1.70106,  65.75542,   0.46394
 464.00000,   4.00000,  17.05000,   1.71112,  73.95832,   0.48026
 465.00000,   4.00000,   7.69000,   1.90071,  74.59225,   0.44527
 466.00000,   4.00000,  10.49000,   1.59641,  59.03448,   0.21879
 467.00000,   4.00000,  13.36000,   1.93453,  78.41722,   0.70621
 468.00000,   4.00000,   5.44000,   1.73849,  53.10682,   0.45736
 469.00000,   4.00000,   8.45000,   0.90788,  53.87392,   0.21896
 470.00000,   4.00000,  13.67000,   1.16244,  56.81500,   0.24208
 471.00000,   4.00000,  14.60000,   1.87748,  59.20082,   0.41260
 472.00000,   4.00000,   5.76000,   0.86606,  39.49547,   0.16212
 473.00000,   4.00000,   5.81000,   1.47059,  67.59033,   0.46210
 474.00000,   4.00000,  12.85000,   1.61676,  83.77269,   0.34014
 475.00000,   4.00000,   8.46000,   1.08843,  43.26753,   0.36549
 476.00000,   4.00000,  10.58000,   1.47689,  54.28860,   0.57078
 477.00000,   4.00000,   8.43000,   1.25248,  58.07763,   0.29942
 478.00000,   4.00000,   6.23000,   0.96828,  49.47116,   0.16026
 479.00000,   4.00000,   9.43000,   2.16771,  48.03315,   0.11417
 480.00000,   4.00000,   6.19000,   1.25456,  41.32399,   0.51327
 481.00000,   4.00000,  16.82000,   1.70075,  69.58604,   0.26757
 482.00000,   4.00000,  15.33000,   1.49615,  72.68540,   0.48281
 483.00000,   4.00000,   5.97000,   0.92151,  67.26146,   0.28630
 484.00000,   4.00000,   9.56000,   1.21495,  60.85677,   0.46580
 485.00000,   4.00000,   6.25000,   1.82165,  66.26195,   0.33439
 486.00000,   4.00000,  11.77000,   1.39051,  61.10441,   0.41245
 487.00000,   4.00000,   5.55000,   3.46587,  57.32666,   0.28765
 488.00000,   4.00000,  14.14000,   1.21061,  66.19814,   0.20185
 489.00000,   4.00000,   5.87000,   0.79444,  45.27825,   0.10041
 490.00000,   4.00000,   4.42000,   1.25962,  46.21091,   0.42511
 491.00000,   4.00000,  16.15000,   1.84915,  71.43560,   0.56400
 492.00000,   4.00000,   9.55000,   1.25288,  45.19664,   0.36566
 493.00000,   4.00000,   9.67000,   1.36180,  57.87054,   0.54188
 494.00000,   4.00000,   6.52000,   1.34587,  66.21621,   0.51084
 495.00000,   4.00000,   7.19000,   1.27223,  85.75646,   0.24610
 496.00000,   4.00000,  12.44000,   1.37263,  81.46196,   0.21816
 497.00000,   4.00000,   6.84000,   1.31294,  43.07197,   0.19352
 498.00000,   4.00000,  11.28000,   2.04297,  65.24394,   0.19674
 499.00000,   4.00000,   5.47000,   0.91793,  42.52237,   0.15385
